store_code,name,county,city,address,zip,latitude,longitude
FWGS-4641,Fine Wine & Good Spirits — The Shoppes at Upper Providence,Montgomery,Royersford,1839 East Ridge Pike,19468,40.2145321,-75.4965241
FWGS-4624,Fine Wine & Good Spirits,Montgomery,King of Prussia,125 West Dekalb Pike,19406,40.0933575,-75.3639347
OSM-n9251390015,Fine Wine & Good Spirits,Bucks,,,,40.1022663,-74.8711409
FWGS-4605,Fine Wine & Good Spirits — Melrose Shopping Center,Montgomery,Cheltenham,103 West Cheltenham Avenue,19012,40.0519406,-75.1187964
FWGS-942,Fine Wine & Good Spirits — Levittown Town Center,Bucks,Levittown,179 Levittown Parkway,19055,40.1413993,-74.8213948
FWGS-4622,Fine Wine & Good Spirits,Montgomery,Rockledge,404 Huntingdon Pike,19046,40.0812679,-75.0909839
FWGS-6716,Fine Wine & Good Spirits — West Manchester Town Center,York,York,880 Town Center Drive,17408,39.9695418,-76.7727425
FWGS-3919,Fine Wine & Good Spirits — Towne Center,Lehigh,Allentown,4777 Tilghman Street,18104,40.5903708,-75.5621101
FWGS-938,Fine Wine & Good Spirits — Center Point Place,Bucks,Warminster,748 West Street Road,18974,40.2060153,-75.1024252
FWGS-4308,Fine Wine & Good Spirits — Pine Grove Square,Mercer,Grove City,41 Pine Grove Square,16127,41.1672117,-80.1130038
FWGS-946,Fine Wine & Good Spirits — Marketplace at Neshaminy,Bucks,Bensalem,680 Rockhill Drive,19020,40.1368024,-74.9614612
FWGS-0405,Fine Wine & Good Spirits,Beaver,Midland,508 Midland Avenue,15059,40.6392591,-80.4565348
FWGS-2343,Fine Wine & Good Spirits,Delaware,Wayne,127 West Lancaster Avenue,19087,40.0444471,-75.3891215
FWGS-5404,Fine Wine & Good Spirits,Schuylkill,Ashland,630 Centre Street,17921,40.782462,-76.3408588
FWGS-503,Fine Wine & Good Spirits — Heritage Square,Bedford,Bedford,9613 Lincoln Highway,15522,40.0205472,-78.4630415
FWGS-607,Fine Wine & Good Spirits,Berks,Hamburg,1772 Tilden Ridge Drive,19526,40.5622126,-76.0109452
FWGS-5002,Wine & Spirits,Perry,Duncannon,53 South Main Street,17020,40.3877372,-77.0322542
FWGS-0264,Fine Wine & Good Spirits,Allegheny,Pittsburgh,880 Butler Street,15223,40.5115085,-79.9445808
FWGS-4110,Fine Wine & Good Spirits — Loyal Plaza,Lycoming,Williamsport,1939 East 3rd Street,17701,41.2496321,-76.9614191
FWGS-1501,Fine Wine & Good Spirits — Main Street in Exton,Chester,Exton,132 Woodcutter Street,19341,40.0224198,-75.6303958
FWGS-1510,Fine Wine & Good Spirits — Barley Station,Chester,Coatesville,2715 East Lincoln Highway,19320,39.992103,-75.7718675
FWGS-4815,Fine Wine & Good Spirits — Forks Town Center,Northampton,Easton,341 Town Center Boulevard,18040,40.7124837,-75.2225703
FWGS-2208,Fine Wine & Good Spirits — Uptown Plaza,Dauphin,Harrisburg,2943 North 7th Street,17110,40.2931831,-76.8919434
FWGS-2317,Fine Wine & Good Spirits,Delaware,Ridley Park,12 East Hinckley Avenue,19078,39.87919,-75.3228333
FWGS-412,Fine Wine & Good Spirits — Northern Lights Shopping Center,Beaver,Baden,1603 West State Street,15005,40.6581539,-80.235869
OSM-n10691408297,Fine Wine & Good Spirits,Lancaster,Manheim,97 Doe Run Road,17545,40.172142,-76.3850865
FWGS-1521,Wines & Spirits,Chester,,1239 Horseshoe Pike,,40.0371321,-75.7680054
FWGS-5170,Fine Wine & Good Spirits — The Granary,Philadelphia,Philadelphia,411 North 20th Street,19130,39.9613135,-75.171326
FWGS-2331,Fine Wine & Good Spirits — Pilgrims Garden,Delaware,Drexel Hill,5035 Township Line Road,19026,39.953746,-75.323549
FWGS-5190,Fine Wine & Good Spirits,Philadelphia,Philadelphia,7161 Ogontz Avenue,19138,40.0636851,-75.1524608
OSM-n11080940683,Fine Wine & Good Spirits — The Marketplace,Montgomery,Huntingdon Valley,2080 County Line Road,19006,40.1690279,-75.0722816
FWGS-5111,Fine Wine & Good Spirits,Philadelphia,Philadelphia,3720 Main Street,19127,40.0157019,-75.2113981
FWGS-1702,Fine Wine & Good Spirits,Clearfield,DuBois,5720 Shaffer Road,15801,41.1239688,-78.7271026
FWGS-4308,Fine Wine & Good Spirits — Pine Grove Square,Mercer,Grove City,41 Pine Grove Square,16127,41.1675513,-80.1129522
FWGS-4701,Fine Wine & Good Spirits,Montour,Danville,144 Continental Boulevard,17821,40.9667151,-76.6153944
FWGS-6101,Fine Wine & Good Spirits,Venango,Oil City,50 Seneca Street,16301,41.4335246,-79.7086449
FWGS-2341,Fine Wine & Good Spirits,Delaware,Newtown Square,3735 West Chester Pike,19073,39.9871704,-75.4032606
OSM-n11268219577,Fine Wine & Good Spirits,Bucks,,,,40.1703147,-75.0460655
FWGS-1528,Fine Wine & Good Spirits — Paoli Shopping Center,Chester,Paoli,17 Leopard Road,19301,40.0406515,-75.4779814
FWGS-1525,Fine Wine & Good Spirits,Chester,Exton,162 Eagleview Boulevard,19341,40.0501554,-75.6643819
OSM-n11472933879,Fine Wine & Good Spirits,Jefferson,,,,41.2492023,-78.7986326
OSM-n11498201260,Fine Wine & Good Spirits,Lackawanna,,,,41.46582,-75.638714
OSM-n11697307059,Fine Wine & Good Spirits,Clearfield,,,,41.0233989,-78.4127107
OSM-n11708907120,Fine Wine & Good Spirits,Venango,,,,41.350778,-79.7172395
OSM-n11820457509,Fine Wine & Good Spirits,Northampton,Bethlehem,3926 Nazareth Pike,18020,40.6731623,-75.3416224
OSM-n11865704756,Fine Wine & Good Spirits,Northampton,Wind Gap,813 Male Road,18091,40.8399319,-75.3003331
OSM-n11893016959,Fine Wine & Good Spirits,Lehigh,Fogelsville,7801 Glenlivet Drive West,18051,40.590838,-75.6314239
OSM-n11893018709,Fine Wine & Good Spirits,Lehigh,Schnecksville,5041 PA 873,18078,40.6777368,-75.6129163
OSM-n11975636643,Fine Wine & Good Spirits,Lehigh,Bethlehem,2289 Schoenersville Road,18017,40.6407983,-75.4020157
OSM-n12030067106,Fine Wine & Good Spirits,Northampton,Easton,3718 Nazareth Road,18045,40.7169799,-75.2842474
OSM-n12066543665,Fine Wine And Good Sprits,Butler,,,,40.8747846,-79.9510771
OSM-n12091871439,Fine Wines And Good Spirits,Lawrence,,,,41.056829,-80.3561274
OSM-n12103406906,Fine Wine & Good Spirits,Huntingdon,,,,40.4790517,-78.0106082
OSM-n12118407496,Fine Wines and Good Spirits,Mercer,,,,41.4148243,-80.3545637
OSM-n12147568350,Fine Wine & Good Spirits,Philadelphia,,3903 Aramingo Avenue,19137,39.9977899,-75.0872375
OSM-n12176721056,Fine Wine & Good Spirits,Blair,Tyrone,1260 Pennsylvania Avenue,16686,40.673643,-78.2364852
FWGS-1533,Fine Wine & Good Spirits — Phoenixville Plaza,Chester,Phoenixville,700 Nutt Road,19460,40.1330621,-75.533037
FWGS-6709,Fine Wine & Good Spirits,York,York,351 Loucks Road,17404,39.9853365,-76.7398608
OSM-n12544315508,Fine Wine & Good Spirits,Westmoreland,,,,40.4277873,-79.7016713
OSM-n12581672240,Fine Wine & Good Spirits — 5163,Philadelphia,Philadelphia,3007 Grays Ferry Avenue,19146,39.9401767,-75.1926869
OSM-n12777628072,Fine Wine & Good Spirits,Berks,Temple,4110 North 5th Street Highway,19560,40.395673,-75.9288943
FWGS-4035,PA Fine Wine & Good Spirits,Luzerne,Mountain Top,223 South Mountain Boulevard,18707,41.1469637,-75.9000632
OSM-n13019394371,Fine Wine & Good Spirits,Lehigh,Allentown,333 South Cedar Crest Boulevard,18103,40.5831715,-75.5213045
OSM-n13059828076,Fine Wine & Good Spirits,Lehigh,Allentown,1620 South 4th Street,18103,40.584378,-75.4608697
OSM-n13098884464,Fine Wine & Good Sprits,Washington,,,,40.3661559,-80.3898141
FWGS-3610,Fine Wine & Good Spirits — Muddy Creek Shoppes,Lancaster,Denver,2350 North Reading Road,17517,40.2283556,-76.0894646
FWGS-1405,Fine Wine & Good Spirits,Centre,State College,1536 North Atherton Street,16803,40.8066135,-77.8916164
OSM-n13305696622,Fine Wine & Good Spirits,York,,,,39.8230999,-76.9788576
OSM-n13357644325,Fine Wine & Good Spirits,Centre,State College,323 Benner Pike,16801-7304,40.8310689,-77.8088207
OSM-n13388684989,Fine Wine & Good Spirits — Ralph's Corner,Montgomery,Lansdale,2333 Welsh Road,19446,40.2627389,-75.3170827
OSM-n13450619105,Fine Wine & Good Spirits — Ludwig's Village,Chester,Glenmoore,2910 Conestoga Road,19343,40.1152035,-75.694846
OSM-n13613073014,Fine Wine & Good Spirits,Berks,Sinking Spring,4880 Penn Avenue,19608,40.3254116,-76.0511569
FWGS-3621,Fine Wine & Good Spirits — Shoppes at Landis Valley,Lancaster,Lancaster,2347 Oregon Pike,17601,40.0888008,-76.2804419
FWGS-2341,Fine Wine & Good Spirits,Delaware,Newtown Square,3735 West Chester Pike,19073,39.9763159,-75.4392433
OSM-n13719522164,Fine Wine & Good Spirits,Philadelphia,Philadelphia,3151 Market Street,19104-3083,39.9560783,-75.1865009
FWGS-2302,Fine Wine & Good Spirits,Delaware,Upper Darby,128 South 69th Street,19082,39.9578688,-75.2583196
FWGS-4654,Fine Wine & Good Spirits,Montgomery,Norristown,15 West Germantown Pike,19401,40.1437375,-75.3126483
OSM-n13784855827,Fine Wine & Good Spirits,Lebanon,Cleona,475 West Penn Avenue,17042,40.3373999,-76.4852272
FWGS-4813,Fine Wine & Good Spirits,Northampton,Bethlehem,30 East 4th Street,18015,40.6102795,-75.3773069
FWGS-3615,Wine & Spirits,Lancaster,Lancaster,1622 Lincoln Highway East,17602,40.0370695,-76.270302
OSM-w263741557,Fine Wine & Good Spirits,Berks,Wyomissing,2721 North Meridian Boulevard,19610,40.35583,-75.9815843
FWGS-4006,Fine Wine & Good Spirits — Luzerne Shopping Center,Luzerne,Luzerne,472 Union Street,18709,41.2813167,-75.8962578
FWGS-0236,Fine Wine & Good Spirits,Allegheny,Elizabeth,820 McKeesport Road,15037,40.2798172,-79.8749695
FWGS-2002,Fine Wine & Good Spirits,Crawford,Titusville,126 South Martin Street,16354,41.6256179,-79.6702787
FWGS-3522,Fine Wine & Good Spirits,Lackawanna,Scranton,210 Meadow Avenue,18505,41.3957044,-75.6519668
OSM-w430326362,Fine Wine & Good Spirits,Franklin,,,,39.7995064,-77.7270421
FWGS-0217,Fine Wine & Good Spirits,Allegheny,Coraopolis,1110 4th Avenue,15108,40.5173843,-80.1616667
FWGS-2806,Fine Wine & Good Spirits,Franklin,Waynesboro,642 East Main Street,17268,39.7496533,-77.5684213
FWGS-4020,Wine & Spirits Shoppe — White Haven Shopping Center,Luzerne,White Haven,501 Main Street,18661,41.0599811,-75.7723314
OSM-w505420938,Fine Wine & Good Spirits — Macarthur Towne Centre,Lehigh,Whitehall,2560 MacArthur Road,18052,40.6443021,-75.4952861
FWGS-3801,Fine Wine & Good Spirits,Lebanon,Lebanon,102 North 8th Avenue,17046,40.3439112,-76.3970536
FWGS-3206,Fine Wine & Good Spirits — Town Fair Plaza,Indiana,Indiana,475 Ben Franklin Road South,15701,40.6129251,-79.1876611
FWGS-616,Fine Wine & Good Spirits,Berks,Birdsboro,200 West 1st Street,19508,40.2623632,-75.8085225
FWGS-4506,Fine Wine & Good Spirits,Monroe,Stroudsburg,1060 North 9th Street,18360,40.9903752,-75.218327
FWGS-4626,Fine Wine & Good Spirits,Montgomery,Norristown,2501 Main Street,19403,40.1407506,-75.3869714
FWGS-4510,Fine Wine & Good Spirits,Monroe,East Stroudsburg,232 Fox Run Lane,18302,41.0620304,-75.0715675
OSM-w609624691,Fine Wine & Good Spirits,Montgomery,Horsham,200 Blair Mill Road,19044,40.1827347,-75.1170761
FWGS-1531,Fine Wine & Good Spirits — London Grove Village,Chester,Avondale,775 Gap Newport Pike,19311,39.8356314,-75.7970554
FWGS-617,Fine Wine & Good Spirits,Berks,Womelsdorf,430 North 3rd Street,19567,40.371553,-76.1895927
FWGS-1509,Fine Wine & Good Spirits — Shoppes At Jenner's Village,Chester,West Grove,853 West Baltimore Pike,19390,39.8221764,-75.8716276
FWGS-3203,Fine Wine & Good Spirits,Indiana,Clymer,560 Franklin Street,15728,40.6689417,-79.011348
FWGS-1903,Fine Wine & Good Spirits — Scott Town Center,Columbia,Bloomsburg,1005 Scott Town Center,17815,41.0063009,-76.4370643
FWGS-4608,Fine Wine & Good Spirits,Montgomery,Bryn Mawr,922 West Lancaster Avenue,19010,40.0231646,-75.3223002
FWGS-4301,Fine Wine & Good Spirits,Mercer,Sharon,120 South Water Avenue,16146,41.2306632,-80.5123076
FWGS-5606,Fine Wine & Good Spirits,Somerset,Boswell,212 Ohio Street,15531,40.160722,-79.031687
FWGS-1201,Fine Wine & Good Spirits,Cameron,Emporium,54 East 4th Street,15834,41.5119319,-78.2358625
FWGS-5133,Fine Wine & Good Spirits — Philadelphia Mills,Philadelphia,Philadelphia,401 Franklin Mills Circle,19154,40.085487,-74.9649164
FWGS-6502,Wines & Spirits,Westmoreland,Latrobe,313 Depot Street,15650,40.317062,-79.384693
FWGS-4657,Fine Wine & Good Spirits — Metroplex,Montgomery,Plymouth Meeting,2426 Chemical Road,19462,40.1058051,-75.2933232
OSM-w895104125,Fine Wine & Good Spirits,Centre,Snow Shoe,114 West Olive Street,16874,41.0305942,-77.9493057
FWGS-1407,Fine Wine & Good Spirits,Centre,Bellefonte,178 Buckaroo Lane,16823,40.9130816,-77.7383057
OSM-w921552530,Fine Wine & Good Spirits,Clearfield,Houtzdale,821 Centennial Street,16651,40.8235863,-78.3540872
FWGS-2220,Fine Wine & Good Spirits — Blue Mountain Commons,Dauphin,Harrisburg,2310 Linglestown Road,17110,40.3314853,-76.8612908
FWGS-920,Fine Wine & Good Spirits — Quakertown Plaza,Bucks,Quakertown,1465 West Broad Street,18951,40.446218,-75.3568214
FWGS-2312,Fine Wine & Good Spirits,Delaware,Lansdowne,920 East Baltimore Avenue,19050,39.9406242,-75.257459
FWGS-101,Fine Wine & Good Spirits,Adams,Gettysburg,1275 York Road,17325,39.8421106,-77.2013677
FWGS-2320,Fine Wine & Good Spirits — Manoa Center,Delaware,Havertown,1305 West Chester Pike,19083,39.9742188,-75.3234397
FWGS-705,Fine Wine & Good Spirits,Blair,Altoona,220 East Chestnut Avenue,16601,40.527658,-78.3917173
FWGS-945,Fine Wine & Good Spirits — Addisville Commons,Bucks,Richboro,890 2nd Street Pike,18954,40.2113745,-75.0111739
FWGS-2001,Fine Wine & Good Spirits — Downtown Mall,Crawford,Meadville,900 Water Street,16335,41.6384278,-80.1559849
FWGS-4614,Fine Wine & Good Spirits,Montgomery,Bala Cynwyd,119 West City Avenue,19004,39.9984769,-75.2331301
FWGS-2204,Fine Wine & Good Spirits,Dauphin,Steelton,325 North Front Street,17113,40.2368221,-76.8449759
FWGS-2339,Fine Wine & Good Spirits — The Shoppes at Brookhaven,Delaware,Brookhaven,4934 Edgmont Avenue,19015,39.8762881,-75.3978468
OSM-w1218087149,Fine Wine & Good Spirits,York,York,9 West Market Street,17401,39.9624548,-76.7284303
OSM-w1368006942,Fine Wine & Good Spirits,Forest,,,,41.501868,-79.454709
OSM-w1370701700,Fine Wine & Good Spirits,Clinton,,,,41.3264437,-77.7519871
OSM-w1396486612,Fine Wine & Good Spirits,Allegheny,,,,40.6368478,-79.9421986
OSM-w1486209855,Fine Wine & Good Spirits,Washington,Canonsburg,43 East Pike Street,15317,40.2594043,-80.1855113
